"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Local.Authority","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1143",3,"23/06/2015",1730,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,35
"1144",3,"23/06/2015",1730,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,74
"1145",2,"25/06/2015",1200,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,18
"1146",1,"25/06/2015",1310,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,71
"1147",2,"25/06/2015",1320,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,45
"1148",1,"26/06/2015",2030,"4","1",1,"Daylight",1,"Calderdale",9,2,3,1,24
"1149",2,"27/06/2015",2010,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,34
"1150",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,1,2,1,38
"1151",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,19
"1152",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,35
"1153",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,1,2,1,22
"1154",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,20
"1155",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,19
"1156",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,17
"1157",2,"27/06/2015",2050,"3","1",4,"Dark",1,"Calderdale",9,2,2,1,19
"1158",1,"28/06/2015",2050,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,42
"1159",3,"28/06/2015",2245,"6","1",4,"Dark",1,"Calderdale",9,2,1,2,16
"1160",3,"28/06/2015",2245,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,28
"1161",3,"28/06/2015",2245,"6","1",4,"Dark",1,"Calderdale",9,1,2,2,22
"1162",1,"30/06/2015",1050,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,46
"1163",2,"30/06/2015",735,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,50
"1164",2,"30/06/2015",735,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,57
"1165",2,"30/06/2015",735,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,47
"1166",1,"01/07/2015",1228,"3","1",1,"Daylight",1,"Calderdale",21,3,3,2,86
"1167",1,"01/07/2015",1645,"6","1",1,"Daylight",1,"Calderdale",3,1,3,1,32
"1168",2,"01/07/2015",1715,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,9
"1169",2,"02/07/2015",1900,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,35
"1170",2,"02/07/2015",2055,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,46
"1171",2,"02/07/2015",2055,"6","1",1,"Daylight",1,"Calderdale",9,1,2,1,49
"1172",2,"03/07/2015",705,"3","1",1,"Daylight",1,"Calderdale",4,1,3,2,21
"1173",1,"03/07/2015",1155,"3","1",1,"Daylight",1,"Calderdale",9,3,2,1,41
"1174",2,"05/07/2015",1755,"3","1",1,"Daylight",1,"Calderdale",9,2,2,2,51
"1175",2,"05/07/2015",1755,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,62
"1176",2,"05/07/2015",1755,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,44
"1177",1,"06/07/2015",1541,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,7
"1178",1,"07/07/2015",1535,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,56
"1179",2,"07/07/2015",2230,"3","2",4,"Dark",1,"Calderdale",9,1,2,2,48
"1180",2,"07/07/2015",2230,"3","2",4,"Dark",1,"Calderdale",9,2,2,1,30
"1181",2,"07/07/2015",2230,"3","2",4,"Dark",1,"Calderdale",9,1,2,1,33
"1182",1,"08/07/2015",0,"6","2",1,"Daylight",2,"Calderdale",9,3,3,2,14
"1183",1,"08/07/2015",1958,"3","1",1,"Daylight",1,"Calderdale",9,3,2,1,8
"1184",1,"03/07/2015",1250,"6","1",1,"Daylight",1,"Calderdale",21,3,3,2,42
"1185",2,"10/07/2015",1150,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,21
"1186",3,"10/07/2015",1358,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,55
"1187",3,"10/07/2015",1358,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,45
"1188",2,"12/07/2015",1114,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,65
"1189",2,"13/07/2015",1517,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,37
"1190",2,"13/07/2015",1517,"3","1",1,"Daylight",1,"Calderdale",9,1,2,2,65
"1191",2,"13/07/2015",1635,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,47
"1192",2,"14/07/2015",1327,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,25
"1193",2,"14/07/2015",1327,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,36
"1194",2,"15/07/2015",1352,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,59
"1195",2,"15/07/2015",1803,"3","1",1,"Daylight",1,"Calderdale",3,1,2,1,54
"1196",4,"16/07/2015",2255,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,32
"1197",4,"16/07/2015",2255,"6","1",4,"Dark",1,"Calderdale",9,2,3,1,19
"1198",2,"17/07/2015",809,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,57
"1199",2,"17/07/2015",1630,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,46
"1200",2,"17/07/2015",1226,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,31
"1201",2,"20/07/2015",554,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,37
"1202",2,"22/07/2015",810,"4","1",1,"Daylight",1,"Calderdale",9,1,2,2,41
"1203",1,"22/07/2015",1738,"3","1",1,"Daylight",1,"Calderdale",9,3,3,2,11
"1204",1,"24/07/2015",1510,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,25
"1205",2,"24/07/2015",2200,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,39
"1206",1,"24/07/2015",2315,"6","1",4,"Dark",1,"Calderdale",9,3,2,1,24
"1207",1,"25/07/2015",1224,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,55
"1208",1,"25/07/2015",1700,"6","1",1,"Daylight",1,"Calderdale",90,3,2,1,13
"1209",2,"26/07/2015",1730,"6","2",1,"Daylight",2,"Calderdale",9,2,3,1,39
"1210",1,"27/07/2015",1330,"3","2",1,"Daylight",2,"Calderdale",3,1,3,2,17
"1211",2,"28/07/2015",1636,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,18
"1212",2,"30/07/2015",810,"3","2",1,"Daylight",1,"Calderdale",5,1,3,1,58
"1213",2,"30/07/2015",1740,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,30
"1214",2,"31/07/2015",1225,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,83
"1215",2,"31/07/2015",1616,"3","1",1,"Daylight",1,"Calderdale",9,2,2,2,34
"1216",2,"31/07/2015",1615,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,45
"1217",2,"31/07/2015",1615,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,54
"1218",2,"31/07/2015",1620,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,18
"1219",2,"03/08/2015",1403,"3","1",1,"Daylight",1,"Calderdale",4,1,3,1,NA
"1220",2,"04/08/2015",1526,"6","2",1,"Daylight",2,"Calderdale",9,2,3,2,26
"1221",2,"06/08/2015",1907,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,19
"1222",1,"06/08/2015",2005,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,57
"1223",2,"03/08/2015",1425,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,35
"1224",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,6
"1225",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,10
"1226",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,39
"1227",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,21
"1228",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,22
"1229",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,44
"1230",2,"07/08/2015",1525,"1","1",1,"Daylight",1,"Calderdale",9,2,3,2,18
"1231",1,"07/08/2015",2120,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,44
"1232",2,"08/08/2015",830,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,45
"1233",1,"08/08/2015",145,"6","1",4,"Dark",1,"Calderdale",9,3,2,1,22
"1234",1,"08/08/2015",2100,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,12
"1235",2,"11/08/2015",1914,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,66
"1236",4,"12/08/2015",814,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,67
"1237",1,"13/08/2015",1625,"6","1",1,"Daylight",1,"Calderdale",11,3,3,1,74
"1238",1,"14/08/2015",209,"3","2",4,"Dark",2,"Calderdale",4,1,3,1,20
"1239",2,"14/08/2015",1450,"6","2",1,"Daylight",2,"Calderdale",9,2,3,2,28
"1240",2,"14/08/2015",1450,"6","2",1,"Daylight",2,"Calderdale",9,2,3,1,31
"1241",1,"15/08/2015",1243,"6","1",1,"Daylight",1,"Calderdale",9,3,1,1,46
"1242",2,"16/08/2015",934,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,51
"1243",2,"17/08/2015",1150,"6","1",1,"Daylight",1,"Calderdale",1,1,3,2,7
"1244",2,"17/08/2015",2000,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,20
"1245",2,"23/08/2015",1900,"3","2",1,"Daylight",2,"Calderdale",5,1,3,1,36
"1246",2,"25/08/2015",1220,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,55
"1247",2,"25/08/2015",1220,"6","1",1,"Daylight",1,"Calderdale",11,1,3,1,58
"1248",2,"25/08/2015",1220,"6","1",1,"Daylight",1,"Calderdale",11,2,3,2,79
"1249",1,"26/08/2015",1356,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,7
"1250",2,"27/08/2015",730,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,19
"1251",1,"27/08/2015",1610,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,9
"1252",2,"27/08/2015",1655,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,9
"1253",2,"28/08/2015",1415,"3","2",1,"Daylight",1,"Calderdale",9,2,2,2,71
"1254",2,"28/08/2015",1415,"3","2",1,"Daylight",1,"Calderdale",9,1,3,2,47
"1255",2,"28/08/2015",1415,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,68
"1256",2,"28/08/2015",1415,"3","2",1,"Daylight",1,"Calderdale",1,1,3,2,15
"1257",1,"28/08/2015",2345,"6","1",6,"",1,"Calderdale",9,1,3,1,21
"1258",1,"28/08/2015",2345,"6","1",6,"",1,"Calderdale",9,2,3,1,18
"1259",2,"03/09/2015",1715,"6","1",1,"Daylight",1,"Calderdale",3,1,3,1,23
"1260",1,"03/09/2015",1837,"6","1",1,"Daylight",1,"Calderdale",3,1,2,1,19
"1261",2,"01/09/2015",1015,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,7
"1262",1,"06/09/2015",50,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,26
"1263",2,"06/09/2015",1849,"3","1",1,"Daylight",1,"Calderdale",3,1,2,1,30
"1264",1,"07/09/2015",820,"6","2",1,"Daylight",1,"Calderdale",9,3,3,1,18
"1265",2,"09/09/2015",655,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,56
"1266",2,"09/09/2015",740,"3","1",1,"Daylight",1,"Calderdale",4,1,3,1,56
"1267",2,"09/09/2015",1332,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,41
"1268",1,"06/09/2015",830,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,46
"1269",1,"10/09/2015",1400,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,53
"1270",2,"11/09/2015",1510,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,35
"1271",2,"11/09/2015",1510,"6","1",1,"Daylight",1,"Calderdale",19,1,3,1,63
"1272",1,"12/09/2015",754,"4","2",1,"Daylight",2,"Calderdale",9,1,3,1,27
"1273",2,"13/09/2015",1245,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,68
"1274",2,"13/09/2015",1924,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,23
"1275",2,"16/09/2015",826,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,50
"1276",2,"16/09/2015",826,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,45
"1277",1,"16/09/2015",1115,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,25
"1278",1,"16/09/2015",1248,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,31
"1279",2,"16/09/2015",1015,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,25
"1280",4,"17/09/2015",2015,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,32
"1281",4,"17/09/2015",2015,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,56
"1282",1,"18/09/2015",1640,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,44
"1283",2,"19/09/2015",1550,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,63
"1284",2,"21/09/2015",1731,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,59
"1285",2,"22/09/2015",830,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,18
"1286",2,"24/09/2015",1005,"6","2",1,"Daylight",1,"Calderdale",2,1,3,2,22
"1287",2,"24/09/2015",2240,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,23
"1288",2,"24/09/2015",2240,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,46
"1289",1,"25/09/2015",805,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,11
"1290",2,"25/09/2015",1226,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,47
"1291",2,"27/09/2015",825,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,55
"1292",2,"27/09/2015",1500,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,50
"1293",2,"27/09/2015",1710,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,20
"1294",1,"28/09/2015",1023,"3","1",1,"Daylight",1,"Calderdale",11,3,2,1,61
"1295",2,"28/09/2015",1608,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,16
"1296",1,"28/09/2015",950,"3","1",1,"Daylight",1,"Calderdale",11,2,3,1,78
"1297",2,"29/09/2015",2005,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,47
"1298",1,"30/09/2015",1541,"3","1",1,"Daylight",1,"Calderdale",9,3,2,1,10
"1299",2,"01/10/2015",1640,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,25
"1300",2,"01/10/2015",1640,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,29
"1301",1,"01/10/2015",1830,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,5
"1302",1,"02/10/2015",1209,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,1
"1303",2,"02/10/2015",1620,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,35
"1304",2,"02/10/2015",1620,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,36
"1305",2,"03/10/2015",1825,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,6
"1306",1,"02/10/2015",2115,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,63
"1307",4,"04/10/2015",740,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,24
"1308",2,"04/10/2015",1240,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,27
"1309",3,"05/10/2015",1230,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,53
"1310",3,"05/10/2015",1230,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,19
"1311",2,"06/10/2015",1945,"6","1",4,"Dark",1,"Calderdale",1,1,3,1,16
"1312",2,"07/10/2015",655,"3","2",4,"Dark",2,"Calderdale",1,1,3,1,28
"1313",1,"09/10/2015",1700,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,5
"1314",2,"10/10/2015",1219,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,32
"1315",2,"10/10/2015",1219,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,41
"1316",1,"10/10/2015",1527,"6","1",1,"Daylight",1,"Calderdale",9,3,2,2,13
"1317",2,"11/10/2015",1933,"3","1",4,"Dark",1,"Calderdale",9,1,2,1,26
"1318",2,"11/10/2015",1933,"3","1",4,"Dark",1,"Calderdale",9,1,2,1,19
"1319",2,"12/10/2015",741,"2","1",1,"Daylight",1,"Calderdale",5,1,2,1,37
"1320",1,"12/10/2015",1618,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,7
"1321",2,"13/10/2015",1409,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,59
"1322",2,"14/10/2015",1145,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,54
"1323",2,"14/10/2015",1145,"3","1",1,"Daylight",1,"Calderdale",9,1,2,1,83
"1324",2,"15/10/2015",1422,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,28
"1325",2,"16/10/2015",1620,"6","1",1,"Daylight",1,"Calderdale",18,1,3,1,47
"1326",2,"16/10/2015",1620,"6","1",1,"Daylight",1,"Calderdale",18,2,3,1,9
"1327",2,"16/10/2015",1620,"6","1",1,"Daylight",1,"Calderdale",18,2,3,2,10
"1328",2,"16/10/2015",1620,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,41
"1329",3,"17/10/2015",1045,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,19
"1330",2,"18/10/2015",754,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,43
"1331",2,"19/10/2015",2058,"6","1",4,"Dark",1,"Calderdale",9,1,2,2,21
"1332",2,"19/10/2015",2058,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,49
"1333",2,"19/10/2015",2058,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,12
"1334",1,"20/10/2015",1716,"6","1",1,"Daylight",1,"Calderdale",21,3,3,2,18
"1335",2,"21/10/2015",1810,"3","1",4,"Dark",1,"Calderdale",3,1,3,1,31
"1336",2,"25/10/2015",1210,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,54
"1337",2,"25/10/2015",1210,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,25
"1338",2,"27/10/2015",1250,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,30
"1339",2,"28/10/2015",940,"1","1",1,"Daylight",2,"Calderdale",9,2,3,2,8
"1340",2,"28/10/2015",940,"1","1",1,"Daylight",2,"Calderdale",9,2,3,2,13
"1341",2,"29/10/2015",1000,"6","2",1,"Daylight",4,"Calderdale",9,1,3,2,42
"1342",1,"01/11/2015",415,"6","2",4,"Dark",7,"Calderdale",9,1,3,1,29
"1343",1,"01/11/2015",415,"6","2",4,"Dark",7,"Calderdale",9,2,3,2,36
"1344",1,"01/11/2015",415,"6","2",4,"Dark",7,"Calderdale",9,2,3,1,27
"1345",1,"01/11/2015",415,"6","2",4,"Dark",7,"Calderdale",9,2,3,2,23
"1346",2,"01/11/2015",1337,"6","1",1,"Daylight",1,"Calderdale",1,1,2,1,44
"1347",2,"04/11/2015",1115,"3","1",1,"Daylight",1,"Calderdale",1,1,3,2,26
"1348",2,"04/11/2015",1906,"3","2",1,"Daylight",1,"Calderdale",1,1,2,2,42
"1349",1,"05/11/2015",1755,"2","2",4,"Dark",7,"Calderdale",9,3,3,2,19
"1350",1,"05/11/2015",1930,"6","2",4,"Dark",2,"Calderdale",9,3,2,1,28
"1351",1,"07/11/2015",1210,"6","2",1,"Daylight",1,"Calderdale",9,3,3,1,63
"1352",2,"07/11/2015",1355,"6","1",1,"Daylight",1,"Calderdale",2,1,3,1,17
"1353",2,"07/11/2015",1558,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,36
"1354",1,"07/11/2015",2230,"6","2",4,"Dark",1,"Calderdale",9,3,3,2,NA
"1355",1,"08/11/2015",1344,"3","1",1,"Daylight",1,"Calderdale",9,3,3,2,76
"1356",1,"08/11/2015",1344,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,29
"1357",1,"08/11/2015",1740,"1","2",4,"Dark",5,"Calderdale",9,1,3,2,27
"1358",2,"06/11/2015",1715,"4","1",4,"Dark",1,"Calderdale",9,1,3,2,43
"1359",2,"09/11/2015",1745,"6","2",4,"Dark",1,"Calderdale",9,1,3,2,24
"1360",1,"09/11/2015",1811,"3","2",4,"Dark",4,"Calderdale",3,1,3,1,42
"1361",1,"09/11/2015",1811,"3","2",4,"Dark",4,"Calderdale",3,3,3,1,25
"1362",1,"10/11/2015",1510,"6","2",1,"Daylight",2,"Calderdale",9,3,3,2,15
"1363",2,"10/11/2015",946,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,31
"1364",1,"07/11/2015",1200,"6","2",1,"Daylight",1,"Calderdale",9,3,3,2,87
"1365",2,"13/11/2015",647,"3","2",4,"Dark",2,"Calderdale",3,1,3,2,36
"1366",2,"13/11/2015",1420,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,30
"1367",1,"13/11/2015",1550,"6","2",1,"Daylight",5,"Calderdale",19,3,3,1,15
"1368",1,"13/11/2015",1500,"3","2",1,"Daylight",5,"Calderdale",9,3,3,1,23
"1369",2,"14/11/2015",1559,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,31
"1370",1,"14/11/2015",2100,"1","2",4,"Dark",2,"Calderdale",9,2,3,2,61
"1371",1,"14/11/2015",2117,"6","2",4,"Dark",1,"Calderdale",9,3,3,1,17
"1372",1,"14/11/2015",2117,"6","2",4,"Dark",1,"Calderdale",9,3,3,2,17
"1373",2,"14/11/2015",2320,"1","2",4,"Dark",5,"Calderdale",9,2,3,2,64
"1374",2,"14/11/2015",2320,"1","2",4,"Dark",5,"Calderdale",9,1,3,1,20
"1375",2,"14/11/2015",2320,"1","2",4,"Dark",5,"Calderdale",9,1,3,1,55
"1376",2,"18/11/2015",1911,"3","2",4,"Dark",4,"Calderdale",9,1,3,2,52
"1377",2,"19/11/2015",610,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,38
"1378",2,"19/11/2015",610,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,49
"1379",2,"18/11/2015",1215,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,49
"1380",3,"19/11/2015",1605,"1","2",4,"Dark",5,"Calderdale",9,1,3,2,20
"1381",3,"19/11/2015",1605,"1","2",4,"Dark",5,"Calderdale",9,1,3,2,24
"1382",1,"20/11/2015",1014,"6","2",1,"Daylight",2,"Calderdale",9,3,3,2,19
"1383",2,"20/11/2015",1356,"6","2",1,"Daylight",1,"Calderdale",9,1,2,1,88
"1384",1,"22/11/2015",1136,"6","1",6,"",1,"Calderdale",9,2,3,1,20
"1385",1,"22/11/2015",1136,"6","1",6,"",1,"Calderdale",9,1,3,1,20
"1386",1,"22/11/2015",2117,"6","2",4,"Dark",1,"Calderdale",9,1,2,1,18
"1387",1,"22/11/2015",2117,"6","2",4,"Dark",1,"Calderdale",9,2,3,2,15
"1388",1,"22/11/2015",2117,"6","2",4,"Dark",1,"Calderdale",9,2,3,2,15
"1389",3,"23/11/2015",1454,"6","2",1,"Daylight",1,"Calderdale",9,3,2,1,58
"1390",1,"24/11/2015",1030,"3","2",1,"Daylight",1,"Calderdale",4,1,2,1,23
"1391",1,"24/11/2015",1539,"3","2",1,"Daylight",1,"Calderdale",9,3,3,2,7
"1392",2,"25/11/2015",700,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,31
"1393",2,"25/11/2015",700,"6","2",1,"Daylight",1,"Calderdale",8,2,3,2,33
"1394",1,"25/11/2015",1145,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,54
"1395",2,"26/11/2015",1645,"6","2",4,"Dark",1,"Calderdale",9,1,3,1,22
"1396",3,"27/11/2015",1630,"1","2",4,"Dark",1,"Calderdale",9,1,3,1,43
"1397",3,"27/11/2015",1800,"3","2",4,"Dark",2,"Calderdale",9,1,3,2,27
"1398",2,"29/11/2015",731,"6","2",1,"Daylight",2,"Calderdale",8,1,3,1,30
"1399",2,"29/11/2015",902,"3","2",1,"Daylight",5,"Calderdale",9,1,3,1,29
"1400",2,"30/11/2015",730,"3","2",1,"Daylight",1,"Calderdale",4,1,2,1,18
"1401",1,"09/11/2015",1700,"6","2",4,"Dark",1,"Calderdale",10,3,3,1,66
"1402",2,"30/11/2015",1700,"3","2",4,"Dark",2,"Calderdale",5,1,2,1,NA
"1403",2,"02/12/2015",630,"6","2",4,"Dark",1,"Calderdale",9,1,3,1,64
"1404",1,"03/12/2015",1745,"6","2",4,"Dark",2,"Calderdale",9,3,3,1,43
"1405",3,"03/12/2015",1826,"4","2",4,"Dark",2,"Calderdale",9,1,3,1,54
"1406",3,"03/12/2015",1826,"4","2",4,"Dark",2,"Calderdale",9,1,3,2,45
"1407",3,"05/12/2015",1322,"3","2",1,"Daylight",5,"Calderdale",9,2,3,1,47
"1408",3,"05/12/2015",1322,"3","2",1,"Daylight",5,"Calderdale",9,2,3,1,24
"1409",3,"05/12/2015",1322,"3","2",1,"Daylight",5,"Calderdale",9,1,3,1,49
"1410",3,"05/12/2015",1322,"3","2",1,"Daylight",5,"Calderdale",9,2,3,1,3
"1411",2,"06/12/2015",1600,"6","1",1,"Daylight",1,"Calderdale",16,1,3,2,40
"1412",2,"08/12/2015",1915,"1","2",4,"Dark",5,"Calderdale",21,1,3,1,62
"1413",2,"09/12/2015",854,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,27
"1414",2,"09/12/2015",854,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,43
"1415",2,"09/12/2015",854,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,18
"1416",1,"10/12/2015",1530,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,14
"1417",1,"10/12/2015",1620,"6","2",4,"Dark",1,"Calderdale",9,3,2,1,87
"1418",1,"10/12/2015",1625,"3","2",4,"Dark",1,"Calderdale",9,3,3,1,44
"1419",3,"16/12/2015",1040,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,31
"1420",3,"16/12/2015",1040,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,48
"1421",2,"13/12/2015",1532,"3","2",1,"Daylight",2,"Calderdale",8,2,3,1,21
"1422",1,"15/12/2015",1750,"6","2",4,"Dark",2,"Calderdale",9,3,2,2,47
"1423",1,"16/12/2015",914,"3","2",1,"Daylight",2,"Calderdale",3,1,3,1,23
"1424",1,"16/12/2015",946,"3","2",1,"Daylight",2,"Calderdale",8,2,3,1,1
"1425",1,"17/12/2015",1026,"6","1",1,"Daylight",1,"Calderdale",20,3,2,1,40
"1426",1,"18/12/2015",2054,"3","1",4,"Dark",1,"Calderdale",9,3,2,1,69
"1427",1,"18/12/2015",2054,"3","1",4,"Dark",1,"Calderdale",9,3,2,1,49
"1428",2,"21/12/2015",727,"3","2",4,"Dark",5,"Calderdale",5,1,3,1,49
